level,name_es,sex,age_band,year,persons
province,Azua,male,5-9,2017,11574
province,Azua,male,5-9,2018,11633
province,Azua,male,5-9,2019,11691
province,Azua,male,5-9,2020,11749
province,Azua,male,5-9,2021,11579
province,Azua,male,5-9,2022,11409
province,Azua,male,5-9,2023,11238
province,Azua,male,5-9,2024,11067
province,Azua,male,5-9,2025,10895
province,Azua,male,5-9,2026,10718
province,Azua,male,5-9,2027,10541
province,Azua,male,5-9,2028,10363
province,Azua,male,5-9,2029,10185
province,Azua,male,5-9,2030,10006
province,Azua,male,50-54,2013,5022
province,Azua,male,50-54,2014,5027
province,Azua,male,50-54,2015,5033
province,Azua,male,50-54,2016,5093
province,Azua,male,50-54,2017,5151
province,Azua,male,50-54,2018,5209
province,Azua,male,50-54,2019,5262
province,Azua,male,50-54,2020,5312
province,Azua,male,50-54,2021,5401
province,Azua,male,50-54,2022,5486
province,Azua,male,50-54,2023,5572
province,Azua,male,50-54,2024,5649
province,Azua,male,50-54,2025,5722
province,Azua,male,50-54,2026,5782
province,Azua,male,50-54,2027,5837
province,Azua,male,50-54,2028,5895
province,Azua,male,50-54,2029,5941
province,Azua,male,50-54,2030,5980
province,Azua,male,55-59,2013,4366
province,Azua,male,55-59,2014,4525
province,Azua,male,55-59,2015,4688
province,Azua,male,55-59,2016,4694
province,Azua,male,55-59,2017,4701
province,Azua,male,55-59,2018,4709
province,Azua,male,55-59,2019,4718
province,Azua,male,55-59,2020,4727
province,Azua,male,55-59,2021,4788
province,Azua,male,55-59,2022,4847
province,Azua,male,55-59,2023,4906
province,Azua,male,55-59,2024,4961
province,Azua,male,55-59,2025,5013
province,Azua,male,55-59,2026,5101
province,Azua,male,55-59,2027,5186
province,Azua,male,55-59,2028,5271
province,Azua,male,55-59,2029,5348
province,Azua,male,55-59,2030,5421
province,Azua,male,60-64,2013,3352
province,Azua,male,60-64,2014,3466
province,Azua,male,60-64,2015,3584
province,Azua,male,60-64,2016,3727
province,Azua,male,60-64,2017,3873
province,Azua,male,60-64,2018,4020
province,Azua,male,60-64,2019,4173
province,Azua,male,60-64,2020,4329
province,Azua,male,60-64,2021,4338
province,Azua,male,60-64,2022,4348
province,Azua,male,60-64,2023,4359
province,Azua,male,60-64,2024,4371
province,Azua,male,60-64,2025,4384
province,Azua,male,60-64,2026,4445
province,Azua,male,60-64,2027,4503
province,Azua,male,60-64,2028,4562
province,Azua,male,60-64,2029,4617
province,Azua,male,60-64,2030,4670
province,Azua,male,65-69,2013,2591
province,Azua,male,65-69,2014,2657
province,Azua,male,65-69,2015,2725
province,Azua,male,65-69,2016,2821
province,Azua,male,65-69,2017,2920
province,Azua,male,65-69,2018,3021
province,Azua,male,65-69,2019,3128
province,Azua,male,65-69,2020,3240
province,Azua,male,65-69,2021,3374
province,Azua,male,65-69,2022,3510
province,Azua,male,65-69,2023,3648
province,Azua,male,65-69,2024,3791
province,Azua,male,65-69,2025,3938
province,Azua,male,65-69,2026,3949
province,Azua,male,65-69,2027,3962
province,Azua,male,65-69,2028,3976
province,Azua,male,65-69,2029,3991
province,Azua,male,65-69,2030,4007
province,Azua,male,70-74,2013,1988
province,Azua,male,70-74,2014,2016
province,Azua,male,70-74,2015,2042
province,Azua,male,70-74,2016,2098
province,Azua,male,70-74,2017,2155
province,Azua,male,70-74,2018,2215
province,Azua,male,70-74,2019,2277
province,Azua,male,70-74,2020,2340
province,Azua,male,70-74,2021,2427
province,Azua,male,70-74,2022,2517
province,Azua,male,70-74,2023,2610
province,Azua,male,70-74,2024,2708
province,Azua,male,70-74,2025,2810
province,Azua,male,70-74,2026,2931
province,Azua,male,70-74,2027,3055
province,Azua,male,70-74,2028,3181
province,Azua,male,70-74,2029,3311
province,Azua,male,70-74,2030,3445
province,Azua,male,75-79,2013,1466
province,Azua,male,75-79,2014,1475
province,Azua,male,75-79,2015,1483
province,Azua,male,75-79,2016,1512
province,Azua,male,75-79,2017,1540
province,Azua,male,75-79,2018,1568
province,Azua,male,75-79,2019,1595
province,Azua,male,75-79,2020,1620
province,Azua,male,75-79,2021,1668
province,Azua,male,75-79,2022,1718
province,Azua,male,75-79,2023,1771
province,Azua,male,75-79,2024,1824
province,Azua,male,75-79,2025,1880
province,Azua,male,75-79,2026,1954
province,Azua,male,75-79,2027,2032
province,Azua,male,75-79,2028,2111
province,Azua,male,75-79,2029,2196
province,Azua,male,75-79,2030,2284
province,Azua,male,80+,2013,1390
province,Azua,male,80+,2014,1463
province,Azua,male,80+,2015,1538
province,Azua,male,80+,2016,1591
province,Azua,male,80+,2017,1644
province,Azua,male,80+,2018,1700
province,Azua,male,80+,2019,1756
province,Azua,male,80+,2020,1813
province,Azua,male,80+,2021,1868
province,Azua,male,80+,2022,1923
province,Azua,male,80+,2023,1980
province,Azua,male,80+,2024,2036
province,Azua,male,80+,2025,2092
province,Azua,male,80+,2026,2161
province,Azua,male,80+,2027,2232
province,Azua,male,80+,2028,2305
province,Azua,male,80+,2029,2379
province,Azua,male,80+,2030,2455
province,Baoruco,both,0-4,2013,11691
province,Baoruco,both,0-4,2014,11654
province,Baoruco,both,0-4,2015,11615
province,Baoruco,both,0-4,2016,11557
province,Baoruco,both,0-4,2017,11498
province,Baoruco,both,0-4,2018,11439
province,Baoruco,both,0-4,2019,11379
province,Baoruco,both,0-4,2020,11318
province,Baoruco,both,0-4,2021,11208
province,Baoruco,both,0-4,2022,11097
province,Baoruco,both,0-4,2023,10986
province,Baoruco,both,0-4,2024,10873
province,Baoruco,both,0-4,2025,10760
province,Baoruco,both,0-4,2026,10583
province,Baoruco,both,0-4,2027,10407
province,Baoruco,both,0-4,2028,10230
province,Baoruco,both,0-4,2029,10052
province,Baoruco,both,0-4,2030,9873
province,Baoruco,both,10-14,2013,11887
province,Baoruco,both,10-14,2014,11785
province,Baoruco,both,10-14,2015,11683
province,Baoruco,both,10-14,2016,11474
province,Baoruco,both,10-14,2017,11265
province,Baoruco,both,10-14,2018,11055
province,Baoruco,both,10-14,2019,10844
province,Baoruco,both,10-14,2020,10632
province,Baoruco,both,10-14,2021,10613
province,Baoruco,both,10-14,2022,10593
province,Baoruco,both,10-14,2023,10575
province,Baoruco,both,10-14,2024,10554
province,Baoruco,both,10-14,2025,10532
province,Baoruco,both,10-14,2026,10486
province,Baoruco,both,10-14,2027,10439
province,Baoruco,both,10-14,2028,10392
province,Baoruco,both,10-14,2029,10344
province,Baoruco,both,10-14,2030,10295
province,Baoruco,both,15-19,2013,10922
province,Baoruco,both,15-19,2014,10953
province,Baoruco,both,15-19,2015,10981
province,Baoruco,both,15-19,2016,10901
province,Baoruco,both,15-19,2017,10820
province,Baoruco,both,15-19,2018,10738
province,Baoruco,both,15-19,2019,10655
province,Baoruco,both,15-19,2020,10570
province,Baoruco,both,15-19,2021,10376
province,Baoruco,both,15-19,2022,10181
province,Baoruco,both,15-19,2023,9986
province,Baoruco,both,15-19,2024,9790
province,Baoruco,both,15-19,2025,9593
province,Baoruco,both,15-19,2026,9587
province,Baoruco,both,15-19,2027,9581
province,Baoruco,both,15-19,2028,9575
province,Baoruco,both,15-19,2029,9567
province,Baoruco,both,15-19,2030,9559
province,Baoruco,both,20-24,2013,8715
province,Baoruco,both,20-24,2014,8966
province,Baoruco,both,20-24,2015,9216
province,Baoruco,both,20-24,2016,9264
province,Baoruco,both,20-24,2017,9311
province,Baoruco,both,20-24,2018,9359
province,Baoruco,both,20-24,2019,9404
province,Baoruco,both,20-24,2020,9448
province,Baoruco,both,20-24,2021,9383
province,Baoruco,both,20-24,2022,9318
province,Baoruco,both,20-24,2023,9253
province,Baoruco,both,20-24,2024,9186
province,Baoruco,both,20-24,2025,9117
province,Baoruco,both,20-24,2026,8941
province,Baoruco,both,20-24,2027,8764
province,Baoruco,both,20-24,2028,8587
province,Baoruco,both,20-24,2029,8409
province,Baoruco,both,20-24,2030,8230
province,Baoruco,both,25-29,2013,6810
province,Baoruco,both,25-29,2014,6880
province,Baoruco,both,25-29,2015,6949
province,Baoruco,both,25-29,2016,7216
province,Baoruco,both,25-29,2017,7483
province,Baoruco,both,25-29,2018,7751
province,Baoruco,both,25-29,2019,8017
province,Baoruco,both,25-29,2020,8283
province,Baoruco,both,25-29,2021,8334
province,Baoruco,both,25-29,2022,8384
province,Baoruco,both,25-29,2023,8433
province,Baoruco,both,25-29,2024,8481
province,Baoruco,both,25-29,2025,8528
province,Baoruco,both,25-29,2026,8472
province,Baoruco,both,25-29,2027,8414
province,Baoruco,both,25-29,2028,8357
province,Baoruco,both,25-29,2029,8298
province,Baoruco,both,25-29,2030,8238
province,Baoruco,both,30-34,2013,5687
province,Baoruco,both,30-34,2014,5804
province,Baoruco,both,30-34,2015,5909
province,Baoruco,both,30-34,2016,5988
province,Baoruco,both,30-34,2017,6069
province,Baoruco,both,30-34,2018,6148
province,Baoruco,both,30-34,2019,6227
province,Baoruco,both,30-34,2020,6306
province,Baoruco,both,30-34,2021,6578
province,Baoruco,both,30-34,2022,6850
province,Baoruco,both,30-34,2023,7123
province,Baoruco,both,30-34,2024,7393
province,Baoruco,both,30-34,2025,7664
province,Baoruco,both,30-34,2026,7713
province,Baoruco,both,30-34,2027,7762
province,Baoruco,both,30-34,2028,7811
province,Baoruco,both,30-34,2029,7858
province,Baoruco,both,30-34,2030,7905
province,Baoruco,both,35-39,2013,4841
province,Baoruco,both,35-39,2014,4799
province,Baoruco,both,35-39,2015,4751
province,Baoruco,both,35-39,2016,4892
province,Baoruco,both,35-39,2017,5030
province,Baoruco,both,35-39,2018,5184
province,Baoruco,both,35-39,2019,5312
province,Baoruco,both,35-39,2020,5430
province,Baoruco,both,35-39,2021,5513
province,Baoruco,both,35-39,2022,5595
province,Baoruco,both,35-39,2023,5679
province,Baoruco,both,35-39,2024,5760
province,Baoruco,both,35-39,2025,5842
province,Baoruco,both,35-39,2026,6115
province,Baoruco,both,35-39,2027,6388
province,Baoruco,both,35-39,2028,6662
province,Baoruco,both,35-39,2029,6935
province,Baoruco,both,35-39,2030,7206
province,Baoruco,both,40-44,2013,4561
province,Baoruco,both,40-44,2014,4537
province,Baoruco,both,40-44,2015,4511
province,Baoruco,both,40-44,2016,4489
province,Baoruco,both,40-44,2017,4465
province,Baoruco,both,40-44,2018,4442
province,Baoruco,both,40-44,2019,4409
province,Baoruco,both,40-44,2020,4371
province,Baoruco,both,40-44,2021,4516
province,Baoruco,both,40-44,2022,4658
province,Baoruco,both,40-44,2023,4815
province,Baoruco,both,40-44,2024,4947
province,Baoruco,both,40-44,2025,5070
province,Baoruco,both,40-44,2026,5154
province,Baoruco,both,40-44,2027,5238
province,Baoruco,both,40-44,2028,5323
province,Baoruco,both,40-44,2029,5406
province,Baoruco,both,40-44,2030,5490
province,Baoruco,both,45-49,2013,4291
province,Baoruco,both,45-49,2014,4264
province,Baoruco,both,45-49,2015,4233
province,Baoruco,both,45-49,2016,4227
province,Baoruco,both,45-49,2017,4218
province,Baoruco,both,45-49,2018,4210
province,Baoruco,both,45-49,2019,4195
province,Baoruco,both,45-49,2020,4176
province,Baoruco,both,45-49,2021,4159
province,Baoruco,both,45-49,2022,4138
province,Baoruco,both,45-49,2023,4120
province,Baoruco,both,45-49,2024,4092
province,Baoruco,both,45-49,2025,4060
province,Baoruco,both,45-49,2026,4207
province,Baoruco,both,45-49,2027,4350
province,Baoruco,both,45-49,2028,4508
province,Baoruco,both,45-49,2029,4642
province,Baoruco,both,45-49,2030,4768
province,Baoruco,both,5-9,2013,11813
province,Baoruco,both,5-9,2014,11589
province,Baoruco,both,5-9,2015,11363
province,Baoruco,both,5-9,2016,11335
province,Baoruco,both,5-9,2017,11305
province,Baoruco,both,5-9,2018,11276
province,Baoruco,both,5-9,2019,11246
province,Baoruco,both,5-9,2020,11214
province,Baoruco,both,5-9,2021,11161
province,Baoruco,both,5-9,2022,11107
province,Baoruco,both,5-9,2023,11052
province,Baoruco,both,5-9,2024,10997
province,Baoruco,both,5-9,2025,10941
province,Baoruco,both,5-9,2026,10835
province,Baoruco,both,5-9,2027,10728
province,Baoruco,both,5-9,2028,10621
province,Baoruco,both,5-9,2029,10513
province,Baoruco,both,5-9,2030,10404
province,Baoruco,both,50-54,2013,3966
province,Baoruco,both,50-54,2014,4015
province,Baoruco,both,50-54,2015,4064
province,Baoruco,both,50-54,2016,4047
province,Baoruco,both,50-54,2017,4029
province,Baoruco,both,50-54,2018,4011
province,Baoruco,both,50-54,2019,3988
province,Baoruco,both,50-54,2020,3963
province,Baoruco,both,50-54,2021,3961
province,Baoruco,both,50-54,2022,3955
province,Baoruco,both,50-54,2023,3951
province,Baoruco,both,50-54,2024,3939
province,Baoruco,both,50-54,2025,3925
province,Baoruco,both,50-54,2026,3911
province,Baoruco,both,50-54,2027,3894
province,Baoruco,both,50-54,2028,3879
province,Baoruco,both,50-54,2029,3855
province,Baoruco,both,50-54,2030,3827
province,Baoruco,both,55-59,2013,3448
province,Baoruco,both,55-59,2014,3488
province,Baoruco,both,55-59,2015,3532
province,Baoruco,both,55-59,2016,3581
province,Baoruco,both,55-59,2017,3631
province,Baoruco,both,55-59,2018,3682
province,Baoruco,both,55-59,2019,3734
province,Baoruco,both,55-59,2020,3785
province,Baoruco,both,55-59,2021,3773
province,Baoruco,both,55-59,2022,3757
province,Baoruco,both,55-59,2023,3744
province,Baoruco,both,55-59,2024,3725
province,Baoruco,both,55-59,2025,3705
province,Baoruco,both,55-59,2026,3706
province,Baoruco,both,55-59,2027,3703
province,Baoruco,both,55-59,2028,3703
province,Baoruco,both,55-59,2029,3695
province,Baoruco,both,55-59,2030,3684
province,Baoruco,both,60-64,2013,2963
province,Baoruco,both,60-64,2014,3015
province,Baoruco,both,60-64,2015,3070
province,Baoruco,both,60-64,2016,3105
province,Baoruco,both,60-64,2017,3142
province,Baoruco,both,60-64,2018,3180
province,Baoruco,both,60-64,2019,3223
province,Baoruco,both,60-64,2020,3268
province,Baoruco,both,60-64,2021,3317
province,Baoruco,both,60-64,2022,3368
province,Baoruco,both,60-64,2023,3420
province,Baoruco,both,60-64,2024,3472
province,Baoruco,both,60-64,2025,3524
province,Baoruco,both,60-64,2026,3515
province,Baoruco,both,60-64,2027,3504
province,Baoruco,both,60-64,2028,3494
province,Baoruco,both,60-64,2029,3480
province,Baoruco,both,60-64,2030,3464
province,Baoruco,both,65-69,2013,2403
province,Baoruco,both,65-69,2014,2469
province,Baoruco,both,65-69,2015,2537
province,Baoruco,both,65-69,2016,2578
province,Baoruco,both,65-69,2017,2622
province,Baoruco,both,65-69,2018,2668
province,Baoruco,both,65-69,2019,2720
province,Baoruco,both,65-69,2020,2775
province,Baoruco,both,65-69,2021,2810
province,Baoruco,both,65-69,2022,2848
province,Baoruco,both,65-69,2023,2887
province,Baoruco,both,65-69,2024,2930
province,Baoruco,both,65-69,2025,2976
province,Baoruco,both,65-69,2026,3025
province,Baoruco,both,65-69,2027,3075
province,Baoruco,both,65-69,2028,3127
province,Baoruco,both,65-69,2029,3179
province,Baoruco,both,65-69,2030,3231
province,Baoruco,both,70-74,2013,1894
province,Baoruco,both,70-74,2014,1893
province,Baoruco,both,70-74,2015,1891
province,Baoruco,both,70-74,2016,1948
province,Baoruco,both,70-74,2017,2007
province,Baoruco,both,70-74,2018,2068
province,Baoruco,both,70-74,2019,2131
province,Baoruco,both,70-74,2020,2196
province,Baoruco,both,70-74,2021,2235
province,Baoruco,both,70-74,2022,2279
province,Baoruco,both,70-74,2023,2324
province,Baoruco,both,70-74,2024,2375
province,Baoruco,both,70-74,2025,2428
province,Baoruco,both,70-74,2026,2464
province,Baoruco,both,70-74,2027,2501
province,Baoruco,both,70-74,2028,2540
province,Baoruco,both,70-74,2029,2583
province,Baoruco,both,70-74,2030,2629
province,Baoruco,both,75-79,2013,1418
province,Baoruco,both,75-79,2014,1445
province,Baoruco,both,75-79,2015,1473
province,Baoruco,both,75-79,2016,1481
province,Baoruco,both,75-79,2017,1487
province,Baoruco,both,75-79,2018,1494
province,Baoruco,both,75-79,2019,1499
province,Baoruco,both,75-79,2020,1503
province,Baoruco,both,75-79,2021,1555
province,Baoruco,both,75-79,2022,1607
province,Baoruco,both,75-79,2023,1663
province,Baoruco,both,75-79,2024,1719
province,Baoruco,both,75-79,2025,1778
province,Baoruco,both,75-79,2026,1815
province,Baoruco,both,75-79,2027,1855
province,Baoruco,both,75-79,2028,1897
province,Baoruco,both,75-79,2029,1944
province,Baoruco,both,75-79,2030,1994
province,Baoruco,both,80+,2013,1347
province,Baoruco,both,80+,2014,1406
province,Baoruco,both,80+,2015,1466
